@RELATION POSIT

@attribute classification {Anti-extremist, Pro-extremist, neutral}
@attribute number_of_exclam numeric
@attribute number_of_dollar numeric
@attribute number_of_ast numeric
@attribute number_of_dot numeric
@attribute number_of_0 numeric
@attribute number_of_1 numeric
@attribute number_of_2 numeric
@attribute number_of_3 numeric
@attribute number_of_4 numeric
@attribute number_of_5 numeric
@attribute number_of_6 numeric
@attribute number_of_7 numeric
@attribute number_of_8 numeric
@attribute number_of_9 numeric
@attribute number_of_quest numeric
@attribute number_of_a numeric
@attribute number_of_b numeric
@attribute number_of_c numeric
@attribute number_of_d numeric
@attribute number_of_e numeric
@attribute number_of_f numeric
@attribute number_of_g numeric
@attribute number_of_h numeric
@attribute number_of_i numeric
@attribute number_of_j numeric
@attribute number_of_k numeric
@attribute number_of_l numeric
@attribute number_of_m numeric
@attribute number_of_n numeric
@attribute number_of_o numeric
@attribute number_of_p numeric
@attribute number_of_q numeric
@attribute number_of_r numeric
@attribute number_of_s numeric
@attribute number_of_t numeric
@attribute number_of_u numeric
@attribute number_of_v numeric
@attribute number_of_w numeric
@attribute number_of_x numeric
@attribute number_of_y numeric
@attribute number_of_z numeric
@attribute total_unique_chars numeric
@attribute total_chars numeric
@attribute specials numeric
@attribute total_words numeric
@attribute total_unique_words numeric
@attribute ttr numeric
@attribute number_of_sentences numeric
@attribute asl numeric
@attribute number_of_chars numeric
@attribute awl numeric
@attribute noun_types numeric
@attribute verb_types numeric
@attribute adjective_types numeric
@attribute preposition_types numeric
@attribute possessive_types numeric
@attribute personal_types numeric
@attribute determiner_types numeric
@attribute adverb_types numeric
@attribute particle_types numeric
@attribute interjection_types numeric
@attribute verbs numeric
@attribute nouns numeric
@attribute preposition numeric
@attribute possessive numeric
@attribute personal numeric
@attribute particles numeric
@attribute interjections numeric
@attribute determiners numeric
@attribute adverbs numeric
@attribute adjectives numeric

@data
Pro-extremist,0,0,0,0,18,20,14,23,2,4,3,10,1,2,0,464,41,141,141,397,89,73,94,426,9,10,163,107,345,269,92,3,301,334,371,150,38,25,10,42,1,5064,36,1,695,365,0.52518,13,53.4615,5064,7.28633,272,49,27,14,3,3,8,3,0,0,126,810,160,10,10,0,0,84,8,70
Pro-extremist,0,0,0,0,28,33,37,27,2,9,4,16,1,5,0,702,49,204,249,608,113,114,143,636,28,25,231,129,581,431,149,2,445,469,550,227,51,62,12,55,3,7685,36,1,1037,511,0.492768,24,43.2083,7685,7.4108,285,65,46,21,9,9,8,6,1,0,170,910,206,24,24,2,0,120,14,140
Pro-extremist,0,0,0,0,16,24,16,20,2,7,3,13,1,2,0,530,50,150,172,432,105,86,103,478,7,23,196,91,419,306,104,3,325,356,404,157,50,39,7,39,1,5630,36,1,748,407,0.544118,15,49.8667,5630,7.52674,310,52,29,13,3,3,8,9,0,0,140,886,138,12,12,0,0,70,24,82
Pro-extremist,0,0,68,10,14,21,17,20,8,19,13,7,3,3,22,427,35,143,105,300,69,84,98,369,17,7,141,91,338,238,82,0,249,279,294,188,34,27,12,51,10,5234,38,3,631,376,0.59588,2,315.5,5199,8.2393,313,16,16,10,7,7,4,3,0,1,32,890,102,28,28,0,14,28,6,50
Pro-extremist,0,0,0,65,1,80,84,31,8,20,11,30,9,17,8,575,61,172,181,546,147,73,114,493,19,17,175,148,428,346,110,2,422,395,510,178,45,27,12,41,1,7114,38,2,915,450,0.491803,22,41.5909,7114,7.77486,313,43,20,16,3,3,5,9,0,0,110,986,148,10,10,0,0,108,26,56
Pro-extremist,0,0,0,0,270,92,103,32,43,18,44,71,26,40,35,684,62,212,198,494,123,112,92,520,17,21,240,124,485,358,114,2,431,430,465,234,51,22,20,82,1,7697,37,1,936,565,0.603632,4,234,7697,8.22329,396,17,19,12,2,2,1,5,0,0,46,1168,92,6,6,0,0,12,12,74
Pro-extremist,0,0,0,0,270,92,103,32,43,18,44,71,26,40,35,684,62,212,198,494,123,112,92,520,17,21,240,124,485,358,114,2,431,430,465,234,51,22,20,82,1,7697,37,1,936,565,0.603632,4,234,7697,8.22329,396,17,19,12,2,2,1,5,0,0,46,1168,92,6,6,0,0,12,12,74
Pro-extremist,0,0,0,0,13,32,27,25,4,7,5,13,4,5,5,695,92,212,239,771,198,125,225,616,7,9,222,170,607,504,143,6,489,495,665,219,55,38,19,60,1,8927,37,1,1239,496,0.400323,12,103.25,8927,7.205,177,56,28,19,8,8,7,8,0,0,200,626,304,30,30,0,0,242,26,94
Pro-extremist,0,0,0,0,64,61,66,9,8,7,11,7,5,9,28,503,54,155,141,420,116,66,88,389,16,10,157,125,375,317,91,1,373,318,362,145,45,24,9,52,2,5631,37,1,782,393,0.502558,6,130.333,5631,7.20077,316,19,15,14,2,2,2,3,0,0,52,1022,116,8,8,0,0,38,10,34
Pro-extremist,0,0,0,0,64,61,66,9,8,7,11,7,5,9,28,503,54,155,141,420,116,66,88,389,16,10,157,125,375,317,91,1,373,318,362,145,45,24,9,52,2,5631,37,1,782,393,0.502558,6,130.333,5631,7.20077,316,19,15,14,2,2,2,3,0,0,52,1022,116,8,8,0,0,38,10,34
Pro-extremist,0,0,0,0,28,49,36,2,41,17,4,21,2,9,0,776,77,231,270,751,144,121,216,696,18,29,268,175,598,512,162,4,517,537,682,255,90,68,14,67,1,8968,36,1,1245,563,0.452209,40,31.125,8968,7.20321,223,78,56,19,9,9,9,11,0,0,222,724,206,42,42,0,0,172,38,144
Pro-extremist,0,0,0,0,16,10,25,17,2,8,6,13,3,2,3,366,26,121,97,262,72,46,48,294,4,5,102,73,260,209,70,3,243,245,271,107,22,19,9,33,1,3682,37,1,465,302,0.649462,6,77.5,3682,7.91828,244,14,7,11,2,2,5,3,0,0,32,672,70,8,8,0,0,28,8,16
Pro-extremist,0,0,0,0,12,17,16,3,2,3,3,9,1,1,0,312,17,92,71,208,62,37,31,247,4,3,92,56,213,160,53,1,195,207,219,90,19,10,6,22,1,2989,36,1,375,236,0.629333,2,187.5,2989,7.97067,206,7,8,6,2,2,1,2,0,0,24,576,42,8,8,0,0,6,6,18
Pro-extremist,0,0,0,0,12,17,16,2,3,3,9,1,1,9,0,392,23,123,103,295,76,53,46,307,4,5,132,66,281,220,73,1,245,249,283,121,26,17,9,35,1,3943,36,1,500,289,0.578,8,62.5,3943,7.886,229,16,23,13,2,2,3,8,0,0,44,650,86,8,8,0,0,24,20,56
Pro-extremist,0,0,89,18,12,16,25,7,6,17,13,7,1,3,6,486,37,170,114,364,73,119,106,452,17,8,170,94,420,276,79,3,274,329,349,199,55,23,12,70,13,5517,39,3,715,393,0.54965,2,357.5,5479,7.66294,326,19,27,9,6,6,6,3,1,1,38,962,114,22,22,2,14,38,6,92
Pro-extremist,0,0,0,24,1,31,23,28,3,7,3,14,1,4,1,556,59,199,202,533,146,105,137,558,19,6,190,106,483,383,147,2,365,408,523,201,69,36,9,54,1,6805,38,2,917,452,0.492912,27,33.963,6805,7.42094,295,77,42,19,4,4,7,13,1,0,230,940,202,16,16,2,0,136,32,110
Pro-extremist,0,0,0,0,12,13,14,5,2,3,6,9,1,1,1,145,16,53,53,122,30,20,29,118,2,2,43,40,108,82,38,3,99,99,119,47,13,11,5,16,0,2008,36,1,239,137,0.573222,5,47.8,2008,8.40167,94,13,5,9,1,1,4,1,0,0,32,296,30,4,4,0,0,18,2,16
Pro-extremist,0,0,0,0,12,20,17,34,5,3,5,11,4,3,7,632,100,185,255,794,202,137,242,587,9,12,189,172,578,500,141,5,465,467,650,196,61,38,17,59,1,8298,37,1,1221,464,0.380016,22,55.5,8298,6.79607,182,66,32,18,7,7,7,7,0,0,236,666,310,30,30,0,0,244,22,112
Pro-extremist,0,0,69,1,44,168,17,35,10,13,18,14,6,5,1,2540,369,658,877,2288,444,501,690,2008,114,235,729,533,2022,1447,736,32,1369,1302,2058,790,225,180,56,310,1,27451,39,3,3998,1212,0.303152,144,27.7639,27451,6.86618,204,102,42,21,6,6,10,18,0,0,352,744,240,20,20,0,0,182,52,114
Pro-extremist,0,0,0,11,1,36,17,33,6,9,12,22,5,3,3,403,38,100,113,306,69,75,60,327,12,14,112,80,294,252,87,0,240,255,290,121,31,26,7,32,1,4336,37,2,571,300,0.525394,9,63.4444,4336,7.5937,218,31,20,11,6,6,5,8,0,0,66,688,82,24,24,0,0,36,30,62
Pro-extremist,0,0,0,0,52,34,19,50,8,7,12,23,6,6,13,594,60,174,219,556,149,103,121,504,10,15,193,112,486,405,123,1,388,383,488,191,49,34,11,44,1,6969,37,1,925,429,0.463784,12,77.0833,6969,7.53405,279,44,37,13,6,6,6,13,0,0,114,934,208,18,18,0,0,124,28,114
Pro-extremist,0,0,0,23,38,31,29,8,14,9,6,8,4,2,0,568,53,143,189,520,96,109,134,514,11,16,198,141,454,395,146,5,371,356,425,180,34,59,19,54,6,6442,37,2,893,424,0.474804,23,38.8261,6437,7.20829,290,64,39,18,7,7,7,7,1,0,154,988,182,26,26,2,0,112,28,100
Pro-extremist,0,0,0,11,24,18,2,19,5,9,6,8,1,1,0,400,39,123,133,370,65,81,84,332,7,11,148,96,303,290,128,4,231,249,295,127,29,34,8,45,1,4491,37,2,624,349,0.559295,14,44.5714,4488,7.19231,234,47,32,16,5,5,9,8,1,0,122,660,102,20,20,2,0,66,32,80
Pro-extremist,0,0,0,0,7,18,14,16,6,4,5,10,2,1,0,368,33,98,115,310,60,81,79,307,6,12,117,89,299,250,98,5,239,240,266,114,27,36,7,40,1,4026,36,1,550,316,0.574545,10,55,4026,7.32,216,35,27,12,7,7,5,10,0,0,90,612,88,24,24,0,0,42,28,74
Pro-extremist,0,0,0,0,5,10,14,10,3,4,4,8,1,0,0,295,35,79,84,253,54,58,63,236,6,8,85,65,218,190,61,0,197,204,231,84,22,21,9,25,1,3160,34,1,431,263,0.610209,7,61.5714,3160,7.33179,194,27,15,13,7,7,5,4,0,0,68,510,72,22,22,0,0,46,8,42
Pro-extremist,0,0,98,10,30,22,30,9,9,22,11,7,2,2,7,473,35,185,122,380,88,113,127,476,23,11,174,100,420,281,88,9,283,355,358,217,53,24,15,68,13,5743,39,3,776,435,0.560567,2,388,5708,7.35567,373,17,14,11,7,7,4,4,0,1,34,1064,144,24,24,0,14,40,8,52
Pro-extremist,0,0,0,0,3,12,8,2,4,2,3,8,1,0,0,251,21,71,75,179,37,53,40,196,6,6,69,61,167,153,51,1,161,182,169,75,20,9,4,21,2,2524,35,1,324,210,0.648148,1,324,2524,7.79012,180,12,9,4,5,5,2,3,0,0,26,460,30,18,18,0,0,10,6,28
Pro-extremist,0,0,0,11,1,14,20,13,3,2,4,8,2,0,0,477,49,133,177,432,88,97,113,451,12,10,185,87,392,308,116,4,315,378,387,168,47,33,7,45,1,5859,36,2,761,393,0.516426,16,47.5625,5859,7.69908,275,59,38,13,7,7,7,13,0,0,168,740,160,22,22,0,0,106,34,126
Pro-extremist,0,0,0,19,16,2,11,33,4,3,4,9,1,2,3,648,88,222,264,611,105,152,173,548,27,34,257,116,539,478,178,2,448,450,497,221,61,50,4,50,2,7497,38,2,994,434,0.43662,23,43.2174,7496,7.54125,257,69,42,19,4,4,6,7,0,0,198,908,194,14,14,0,0,120,16,172
Pro-extremist,0,0,0,0,4,14,13,9,3,2,4,8,1,0,0,321,39,97,119,278,57,56,80,277,10,17,98,68,249,213,65,2,210,240,244,104,29,25,4,27,1,3605,35,1,496,300,0.604839,9,55.1111,3589,7.23589,230,38,21,10,6,6,7,7,0,0,84,592,80,20,20,0,0,44,16,54
Pro-extremist,0,0,0,8,15,16,17,13,2,5,3,8,1,0,0,424,37,116,139,376,78,82,95,341,7,14,113,127,317,254,82,1,284,290,325,134,33,32,7,39,2,4623,36,2,619,342,0.552504,12,51.5833,4607,7.44265,265,34,23,15,7,7,5,4,0,0,70,740,122,24,24,0,0,80,8,66
Pro-extremist,0,0,0,0,7,22,16,2,39,5,8,8,1,1,3,805,80,237,287,781,150,153,218,693,9,27,282,158,639,542,233,8,543,488,669,225,85,68,15,92,2,9062,37,1,1282,544,0.424337,33,38.8485,9062,7.06864,228,74,47,15,4,4,9,9,1,0,194,718,264,22,22,4,0,218,18,174
Pro-extremist,0,0,0,0,3,12,14,8,2,2,3,8,1,0,0,289,24,85,102,234,56,52,48,243,4,11,79,62,210,173,55,0,180,205,211,88,24,17,4,28,1,3128,34,1,399,252,0.631579,7,57,3128,7.8396,186,25,15,8,6,6,6,8,0,0,60,480,52,20,20,0,0,30,16,38
Pro-extremist,0,0,0,0,12,31,19,23,3,2,3,8,1,0,0,446,44,159,155,409,69,82,118,413,10,19,154,114,323,263,111,0,293,325,348,130,35,26,3,49,2,5037,34,1,690,355,0.514493,16,43.125,5037,7.3,271,44,23,12,6,6,4,11,0,0,98,786,136,34,34,0,0,82,26,72
Pro-extremist,0,0,7,22,2,2,17,5,2,53,4,9,2,2,0,692,64,189,247,747,162,181,243,615,6,39,283,202,572,491,190,5,446,424,552,221,85,91,22,111,6,8461,38,3,1287,565,0.439005,52,24.75,8460,6.57343,201,97,55,26,12,12,11,25,0,0,294,618,238,134,134,0,0,164,76,168
Pro-extremist,0,0,0,0,11,24,19,20,6,5,4,8,1,0,0,430,44,115,129,375,72,92,109,351,10,25,128,90,308,278,116,5,270,265,306,139,41,37,10,69,2,4691,35,1,656,365,0.556402,15,43.7333,4691,7.15091,257,44,29,10,10,10,7,10,1,0,96,730,126,34,34,2,0,78,24,78
Pro-extremist,0,0,81,30,2,23,23,7,5,18,13,3,8,0,3,468,42,187,128,390,79,106,111,442,17,14,166,112,418,281,97,3,295,322,342,217,57,37,17,76,16,5595,38,3,742,437,0.588949,2,371,5592,7.53639,357,22,26,12,6,6,5,3,0,0,44,994,128,22,22,0,0,32,6,84
Pro-extremist,0,0,0,6,1,12,12,8,3,2,3,8,1,0,0,300,34,102,100,269,53,71,73,242,5,8,95,73,229,205,64,1,197,240,241,89,29,15,10,28,1,3387,36,2,462,271,0.58658,6,77,3387,7.33117,198,38,16,11,8,8,5,4,0,0,88,528,80,26,26,0,0,42,8,48
Pro-extremist,0,0,0,0,0,1,26,12,1,1,1,1,1,12,1,262,50,1,46,55,12,26,15,89,3,35,46,24,103,16,29,0,78,47,57,68,0,4,0,8,0,1504,32,0,212,65,0.306604,0,0,1504,7.09434,49,3,4,2,0,0,0,0,0,0,6,360,4,0,0,0,0,0,0,8
Pro-extremist,0,0,0,0,47,53,214,20,14,10,16,7,4,4,2,3254,601,53,658,1259,19,680,347,1139,120,493,555,581,1678,134,436,3,930,649,978,1032,5,93,0,249,8,21402,36,1,2740,680,0.248175,172,15.9302,21402,7.81095,311,53,43,11,1,1,0,0,2,0,156,1316,26,4,4,4,0,0,0,130
Pro-extremist,0,0,0,2,3,2,0,31,1,0,1,0,0,0,0,438,57,3,80,124,7,64,38,139,9,65,85,58,180,22,53,0,129,86,110,128,0,11,0,26,3,2530,29,2,359,157,0.437326,5,71.8,2530,7.04735,137,17,15,8,0,0,1,1,1,0,34,582,22,0,0,2,0,2,2,30
Pro-extremist,0,0,0,0,15,11,3,3,3,44,5,2,5,4,1,955,149,12,183,373,12,206,88,336,28,160,207,188,489,42,131,0,240,195,251,302,8,27,0,76,0,6159,34,1,823,292,0.3548,39,21.1026,6159,7.4836,238,48,41,12,2,2,2,0,1,0,132,1168,28,4,4,2,0,6,0,114
Pro-extremist,0,0,0,31,53,233,79,15,4,14,29,13,13,9,15,3532,500,65,843,1152,27,626,485,1389,152,549,556,687,1640,172,434,2,993,808,909,934,8,80,0,250,0,23019,36,2,3038,592,0.194865,187,16.246,23019,7.57702,211,55,31,13,2,2,2,0,1,0,162,1120,32,6,6,2,0,4,0,116
Pro-extremist,0,0,0,0,0,3,0,4,0,0,0,0,0,9,0,392,50,2,60,93,6,64,43,153,14,60,67,58,168,18,45,0,107,82,105,113,0,10,0,22,0,2264,25,2,310,121,0.390323,6,51.6667,2264,7.30323,97,24,13,7,1,1,0,0,0,0,52,468,20,2,2,0,0,0,0,40
Pro-extremist,0,0,0,0,3,0,2,23,1,3,0,0,0,0,0,691,121,5,139,229,13,132,58,272,21,114,119,141,344,40,50,0,202,184,161,204,2,22,0,35,1,4428,29,1,611,199,0.325696,23,26.5652,4428,7.24714,188,36,17,8,1,1,2,0,0,0,98,930,20,4,4,0,0,4,0,50
Pro-extremist,0,0,0,0,30,20,195,13,36,7,13,9,7,3,7,2409,385,50,589,811,27,473,454,1002,102,444,423,440,1290,235,416,4,696,445,618,824,8,91,5,234,1,16836,37,1,2226,615,0.27628,154,14.4545,16836,7.56334,280,61,40,14,1,1,0,0,1,0,162,1254,30,2,2,2,0,0,0,164
Pro-extremist,0,0,0,0,0,2,0,3,39,0,0,0,0,0,0,431,56,6,78,116,11,56,61,154,11,74,84,67,188,30,61,0,110,84,115,142,2,19,0,32,0,2688,26,2,385,148,0.384416,8,48.125,2688,6.98182,115,20,18,5,0,0,0,0,0,0,42,514,14,0,0,0,0,0,0,46
Pro-extremist,0,0,75,1,27,22,23,8,2,25,13,7,3,0,7,439,35,153,111,328,78,93,97,372,15,9,154,103,340,254,87,4,265,277,302,172,43,37,11,48,6,4891,38,3,672,400,0.595238,2,336,4891,7.27827,338,17,21,11,8,8,3,4,0,0,34,918,108,24,24,0,0,42,8,58
Pro-extremist,0,0,0,0,5,1,2,32,2,3,3,0,0,0,0,958,132,13,181,326,22,166,113,386,59,154,185,108,490,75,101,0,262,230,217,294,0,28,0,84,2,6039,30,1,806,304,0.377171,31,26,6039,7.49256,250,51,46,7,1,1,1,1,0,0,128,1084,16,2,2,0,0,2,2,156
Pro-extremist,0,0,0,0,48,47,19,251,15,43,17,20,13,17,16,3746,592,64,699,1358,26,765,489,1432,226,757,610,762,1938,466,486,2,1161,612,848,888,7,66,3,355,3,24739,37,1,3027,950,0.313842,198,15.2879,24739,8.17278,328,72,53,19,1,1,0,0,1,0,152,1276,40,8,8,2,0,0,0,174
Pro-extremist,0,0,0,17,3,1,25,0,4,6,3,1,0,0,0,439,70,5,68,116,5,70,50,154,26,59,74,59,199,56,42,0,151,74,85,100,0,10,0,19,1,2570,31,2,361,150,0.415512,8,45.125,2570,7.11911,118,15,16,8,0,0,0,0,0,0,30,554,22,0,0,0,0,0,0,36
Pro-extremist,0,0,0,0,68,19,2,4,4,4,9,70,4,1,6,1120,180,21,187,401,16,142,133,441,47,211,192,249,543,72,152,1,303,209,344,390,1,33,0,81,7,7208,36,1,961,371,0.386056,52,18.4808,7208,7.50052,298,57,49,15,3,3,0,1,0,0,128,1268,36,30,30,0,0,0,2,154
Pro-extremist,0,0,0,0,85,77,58,315,23,23,97,11,21,26,44,4128,613,116,998,1577,39,784,617,1664,183,811,642,861,2159,353,689,9,1268,941,1122,1165,15,71,0,301,5,28754,36,1,3719,939,0.252487,227,16.3833,28754,7.73165,304,61,53,10,3,3,2,0,3,0,142,1184,26,14,14,6,0,4,0,252
Pro-extremist,0,0,0,0,85,77,58,315,23,23,97,11,21,26,44,4128,613,116,998,1577,39,784,617,1664,183,811,642,861,2159,353,689,9,1268,941,1122,1165,15,71,0,301,5,28754,36,1,3719,939,0.252487,227,16.3833,28754,7.73165,304,61,53,10,3,3,2,0,3,0,142,1184,26,14,14,6,0,4,0,252
Pro-extremist,0,0,0,1,0,2,0,0,31,1,4,0,1,0,0,456,61,1,100,138,6,66,56,170,15,62,75,54,185,18,61,0,148,108,102,121,0,9,0,15,1,2773,29,2,381,146,0.383202,11,34.6364,2773,7.27822,125,13,14,8,0,0,0,0,0,0,30,564,20,0,0,0,0,0,0,46
Pro-extremist,0,0,0,0,4,3,1,0,35,0,2,1,1,4,3,818,80,7,141,295,10,119,132,256,26,148,150,162,408,62,111,0,219,140,200,188,3,12,0,48,0,5011,32,1,614,271,0.441368,34,18.0588,5011,8.16124,222,41,44,4,2,2,0,0,0,0,92,882,8,10,10,0,0,0,0,144
Pro-extremist,0,0,0,0,52,60,23,265,16,12,24,51,8,11,37,3269,652,87,662,1275,26,733,356,1403,158,671,600,749,1688,286,440,2,962,656,979,933,5,50,3,222,1,22838,37,1,2919,787,0.269613,215,13.5767,22838,7.82391,304,68,53,13,1,1,0,0,1,1,170,1258,34,10,10,2,2,0,0,206
Pro-extremist,0,0,0,22,1,16,0,2,4,2,1,3,0,0,0,385,70,6,75,105,5,53,42,186,15,59,74,70,179,23,43,0,114,77,98,108,0,11,1,24,0,2405,31,2,340,154,0.452941,8,42.5,2405,7.07353,125,17,16,7,2,2,0,0,0,1,36,526,22,4,4,0,2,0,0,40
Pro-extremist,0,0,0,23,23,208,25,11,9,5,11,5,8,8,13,305,39,107,72,243,48,60,67,299,10,20,95,61,253,164,46,1,191,241,221,125,40,20,4,45,8,5235,38,2,499,265,0.531062,6,83.1667,4552,9.12224,212,21,10,6,5,5,2,4,0,1,316,662,54,18,18,0,30,8,8,36
Pro-extremist,0,0,0,22,1,16,0,2,4,2,1,3,0,0,0,385,70,6,75,105,5,53,42,186,15,59,74,70,179,23,43,0,114,77,98,108,0,11,1,24,0,2405,31,2,340,154,0.452941,8,42.5,2405,7.07353,125,17,16,7,2,2,0,0,0,1,36,526,22,4,4,0,2,0,0,40
Pro-extremist,0,0,0,0,13,20,6,6,5,46,11,5,7,7,16,1107,170,18,237,373,9,181,106,384,48,169,214,218,575,98,185,1,314,235,301,290,2,10,0,51,0,6589,35,1,893,366,0.409854,44,20.2955,6589,7.3785,300,34,40,15,1,1,1,0,0,1,80,1370,38,2,2,0,2,2,0,114
Pro-extremist,0,0,0,41,66,2,26,227,28,16,28,20,45,17,53,3098,632,76,668,1029,25,611,339,1292,147,708,570,579,1556,317,551,0,958,621,813,871,5,27,1,181,2,21288,37,2,2687,848,0.315594,171,15.7135,21288,7.92259,322,62,52,8,3,3,3,0,1,0,156,1234,26,12,12,2,0,6,0,174
Pro-extremist,0,0,0,5,14,15,2,1,2,2,6,2,6,5,8,415,59,3,90,116,6,67,37,164,19,85,78,48,182,27,63,0,122,94,110,124,0,9,0,24,0,2625,34,2,361,168,0.465374,7,51.5714,2625,7.27147,124,14,20,6,0,0,1,0,0,0,30,532,18,0,0,0,0,2,0,52
Pro-extremist,0,0,0,0,3,5,21,2,0,1,2,1,2,4,2,575,106,15,122,247,15,111,64,260,13,113,122,126,332,76,82,0,198,161,162,174,7,6,0,42,0,4018,33,1,512,235,0.458984,21,24.381,4018,7.84766,200,24,33,6,0,0,1,0,0,0,50,798,16,0,0,0,0,2,0,92
Pro-extremist,0,0,0,68,70,2,37,309,23,27,25,18,28,91,30,3968,592,109,1025,1410,28,790,493,1382,156,814,675,656,1934,405,590,6,1117,618,1047,994,7,58,1,367,2,26936,38,2,3344,813,0.243122,193,17.3264,26936,8.05502,266,53,43,9,1,1,0,2,0,0,138,1234,22,6,6,0,0,0,4,192
Pro-extremist,0,0,0,0,0,17,2,0,0,0,0,0,0,3,0,421,57,9,94,123,5,66,46,137,9,73,78,50,175,45,62,0,126,82,106,113,0,11,1,30,0,2482,26,2,345,145,0.42029,9,38.3333,2482,7.1942,120,13,23,7,0,0,0,0,1,0,28,524,18,0,0,2,0,0,0,54
Pro-extremist,0,0,0,0,2,1,3,1,36,0,1,2,0,3,4,963,122,9,215,366,13,213,114,342,27,211,185,205,551,59,176,0,245,178,248,299,0,13,0,88,0,5852,31,1,767,309,0.402868,36,21.3056,5852,7.62973,255,54,45,14,2,2,1,2,0,0,130,1114,36,8,8,0,0,2,6,128
Pro-extremist,0,0,0,0,2,1,3,1,36,0,1,2,0,3,4,963,122,9,215,366,13,213,114,342,27,211,185,205,551,59,176,0,245,178,248,299,0,13,0,88,0,5852,31,1,767,309,0.402868,36,21.3056,5852,7.62973,255,54,45,14,2,2,1,2,0,0,130,1114,36,8,8,0,0,2,6,128
Pro-extremist,0,0,0,0,134,109,22,311,18,27,31,26,40,32,111,3990,528,78,876,1401,35,799,419,1540,170,758,707,757,1878,419,415,0,1313,765,869,891,28,49,0,361,3,26983,35,1,3283,857,0.261042,241,13.6224,26983,8.21901,302,51,33,11,2,2,0,0,0,0,146,1336,30,4,4,0,0,0,0,116
Pro-extremist,0,0,0,0,10,28,14,27,10,6,5,18,3,7,7,273,45,126,76,214,57,64,43,216,9,25,101,67,193,204,79,0,193,198,207,89,22,20,2,16,2,3314,36,1,448,259,0.578125,4,112,3314,7.39732,196,22,12,7,5,5,2,3,0,0,56,628,42,22,22,0,0,10,6,36
Pro-extremist,0,0,0,20,16,9,2,3,3,3,4,0,2,0,10,381,49,1,75,103,6,58,36,146,14,60,82,50,159,25,31,0,112,79,87,106,1,8,0,26,0,2291,33,2,315,125,0.396825,5,63,2291,7.27302,93,9,13,6,0,0,0,0,0,0,22,494,18,0,0,0,0,0,0,36
Pro-extremist,0,0,0,0,13,7,0,0,0,41,1,0,1,0,2,1033,150,14,236,350,8,195,97,366,30,179,161,163,460,83,116,0,282,218,223,248,1,9,0,99,0,6114,29,1,757,267,0.352708,39,19.4103,6114,8.07662,219,47,53,7,3,3,0,0,0,0,104,1042,16,8,8,0,0,0,0,170
Pro-extremist,0,0,0,0,156,144,50,262,29,33,34,17,16,20,71,3709,521,85,736,1269,25,779,321,1297,188,635,629,645,1831,355,559,9,1082,725,960,866,22,155,0,276,0,25707,35,1,3077,848,0.275593,167,18.4251,25707,8.35457,251,50,42,26,2,2,2,0,1,0,126,1302,74,4,4,4,0,4,0,192
Pro-extremist,0,0,28,13,2,4,29,3,3,4,4,2,0,3,10,419,56,1,75,107,5,72,37,151,15,65,73,44,175,26,53,0,116,86,103,88,0,14,0,23,0,2621,34,3,331,144,0.435045,7,47.2857,2621,7.91843,114,8,11,6,0,0,0,0,0,0,24,516,16,0,0,0,0,0,0,32
Pro-extremist,0,0,0,0,13,16,6,2,0,44,4,4,0,0,16,1019,126,12,207,354,11,189,93,388,49,221,170,161,557,115,130,1,278,226,252,291,4,53,0,77,0,6318,32,1,816,327,0.400735,41,19.9024,6318,7.74265,285,52,48,15,1,1,2,1,0,0,138,1194,34,2,2,0,0,4,2,140
Pro-extremist,0,0,0,0,48,84,210,25,8,20,27,22,18,9,64,4283,529,60,901,1613,23,745,397,1652,211,762,640,816,2277,394,562,1,1138,863,1011,1028,5,98,0,261,8,26823,36,1,3233,971,0.30034,195,16.5795,26823,8.29663,326,63,58,12,2,2,1,0,2,0,164,1274,34,26,26,6,0,2,0,198
Pro-extremist,0,0,0,21,16,8,2,1,1,1,1,0,0,0,1,401,52,2,63,98,5,53,33,136,20,52,73,42,190,30,38,0,101,91,91,115,0,14,0,22,2,2399,32,2,301,134,0.445183,6,50.1667,2399,7.9701,106,11,13,4,0,0,0,1,0,0,22,494,12,0,0,0,0,0,2,32
Pro-extremist,0,0,0,0,19,30,4,2,5,46,6,4,1,5,29,1319,126,24,236,484,19,257,135,501,54,254,224,252,672,75,175,1,371,305,308,345,9,26,0,74,1,8421,36,1,1016,396,0.389764,45,22.5778,8421,8.28839,291,63,47,11,2,2,1,0,0,0,148,1242,24,4,4,0,0,4,0,126
Pro-extremist,0,0,0,0,15,14,14,7,3,16,4,73,4,3,12,1487,230,23,267,536,18,340,143,509,56,270,265,282,791,139,213,0,393,296,402,426,3,26,0,133,27,9180,35,1,1253,596,0.475658,14,89.5,9180,7.32642,372,49,55,7,2,2,6,0,0,0,120,1252,28,4,4,0,0,12,0,166
Pro-extremist,0,0,0,0,0,1,26,12,1,1,1,1,1,12,1,262,50,1,46,55,12,26,15,89,3,35,46,24,103,16,29,0,78,47,57,68,0,4,0,8,0,1504,32,0,212,65,0.306604,0,0,1504,7.09434,49,3,4,2,0,0,0,0,0,0,6,360,4,0,0,0,0,0,0,8
